Column0,Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,WeightedSum
0.9053,0.1039,0.197,0.1555,0.3103,0.069,0.01041,0.4375,0.11816,0.5156,11.26
0.0016165,0.4294,0.2438,0.0923,0.4006,0.3894,0.4373,0.2688,0.276,0.415,15.19
0.569,0.7705,0.3018,0.758,0.618,0.6978,0.4805,0.525,0.8916,0.4739,27.56
0.314,0.9863,0.2491,0.4062,0.5127,0.9844,0.2717,0.05496,0.83,0.0938,19.17
0.97,0.4543,0.625,0.2632,0.0052,0.4568,0.5547,0.804,0.3591,0.6704,22.66
0.3374,0.1099,0.7075,0.466,0.9077,0.1716,0.6133,0.2795,0.2148,0.3237,17.69
0.001987,0.3154,0.0924,0.9233,0.4255,0.4692,0.722,0.1968,0.626,0.3867,21.52
0.9116,0.9604,0.544,0.3071,0.2734,0.3213,0.488,0.884,0.3708,0.945,26.25
0.2644,0.527,0.6562,0.00915,0.3442,0.755,0.254,0.398,0.4275,0.9775,23.55
0.4368,0.1938,0.3093,0.905,0.0246,0.845,0.972,0.9946,0.5864,0.4019,28.95
0.117,0.2399,0.759,0.725,0.3828,0.3313,0.6406,0.329,0.3894,0.964,25.06
0.947,0.04688,0.5864,0.7324,0.2166,0.6475,0.1342,0.6533,0.7295,0.563,23.8
0.297,0.00967,0.661,0.1771,0.984,0.632,0.4297,0.6753,0.7603,0.0584,22.88
0.1488,0.29,0.945,0.008736,0.2408,0.4072,0.6895,0.7783,0.3657,0.234,19.83
0.611,0.5005,0.184,0.4216,0.75,0.705,0.3726,0.622,0.1489,0.6396,22.2
0.82,0.948,0.6514,0.4365,0.2996,0.542,0.1361,0.2815,0.2605,0.2817,14.875
0.99,0.001476,0.729,0.4854,0.1351,0.98,0.1847,0.05322,0.2329,0.3726,15.055
0.282,0.0805,0.9404,0.02605,0.08093,0.347,0.011185,0.594,0.133,0.0421,9.766
0.435,0.7544,0.336,0.885,0.7036,0.5283,0.4365,0.861,0.3125,0.6416,26.45
0.8896,0.724,0.5186,0.6807,0.774,0.3223,0.1243,0.478,0.69,0.3447,21.22
0.8467,0.04645,0.2161,0.1968,0.6924,0.1892,0.828,0.894,0.262,0.829,25.56
0.2433,0.519,0.598,0.32,0.77,0.6333,0.9966,0.591,0.4414,0.3274,25.52
0.5015,0.6025,0.1338,0.3364,0.9814,0.7905,0.385,0.1819,0.3225,0.7637,22.8
0.926,0.9146,0.466,0.619,0.62,0.07635,0.611,0.578,0.02219,0.9014,22.56
0.2944,0.276,0.5044,0.11646,0.4492,0.7563,0.5977,0.2576,0.04425,0.03656,13.28
0.6416,0.7407,0.6987,0.6826,0.3088,0.995,0.9805,0.3096,0.796,0.2,26.61
0.9487,0.6436,0.5435,0.732,0.01243,0.726,0.3337,0.7075,0.3425,0.07745,18.0
0.651,0.7065,0.936,0.3367,0.7524,0.5586,0.5596,0.808,0.989,0.3179,29.17
0.4036,0.3677,0.6187,0.532,0.276,0.674,0.779,0.5967,0.8306,0.8105,30.47
0.9775,0.4695,0.9175,0.4436,0.5005,0.389,0.6724,0.8115,0.5146,0.8457,29.03
0.3872,0.6357,0.1365,0.9385,0.005165,0.03836,0.6997,0.343,0.2113,0.6987,18.52
0.995,0.0219,0.1213,0.3013,0.727,0.855,0.4207,0.817,0.5645,0.238,23.25
0.606,0.5664,0.2554,0.7983,0.97,0.923,0.9834,0.3933,0.511,0.368,28.02
0.2021,0.2913,0.7983,0.545,0.6143,0.9775,0.877,0.616,0.5884,0.3445,28.25
0.634,0.9873,0.2253,0.2308,0.534,0.354,0.7896,0.08636,0.601,0.6826,22.33
0.6807,0.1874,0.163,0.1466,0.412,0.816,0.169,0.4976,0.88,0.4656,22.4
0.9014,0.2002,0.8857,0.555,0.3135,0.223,0.1305,0.01187,0.147,0.3948,11.6
0.094,0.09235,0.49,0.869,0.01152,0.2925,0.08936,0.674,0.617,0.3452,18.48
0.562,0.7056,0.5483,0.7974,0.451,0.4707,0.4338,0.712,0.05795,0.3235,19.31
0.6533,0.3716,0.814,0.588,0.92,0.901,0.6855,0.6987,0.1401,0.772,29.02
0.2603,0.1422,0.7563,0.51,0.1346,0.602,0.5396,0.234,0.3296,0.7817,21.28
0.1968,0.9277,0.3523,0.9707,0.63,0.01027,0.3198,0.438,0.1653,0.784,20.48
0.2607,0.4653,0.523,0.3599,0.279,0.9673,0.6274,0.9727,0.3083,0.4238,25.39
0.3667,0.0801,0.3708,0.8135,0.1777,0.0583,0.336,0.83,0.2306,0.7734,20.89
0.04956,0.5156,0.525,0.1967,0.3872,0.2751,0.895,0.61,0.2893,0.07465,17.7
0.0835,0.9893,0.1492,0.2189,0.4338,0.4978,0.451,0.6016,0.3245,0.1626,17.14
0.1622,0.1554,0.869,0.2625,0.4045,0.378,0.8877,0.7075,0.902,0.6284,29.34
0.9253,0.986,0.03857,0.1238,0.4607,0.07556,0.08057,0.5874,0.596,0.4614,17.17
0.62,0.601,0.729,0.8916,0.1714,0.2676,0.6675,0.7217,0.442,0.731,25.92
0.01628,0.621,0.4023,0.884,0.455,0.9077,0.631,0.566,0.862,0.2456,27.28
0.4243,0.1967,0.6553,0.9478,0.7456,0.7373,0.9272,0.05426,0.884,0.7427,30.72
0.903,0.4763,0.3574,0.907,0.325,0.2625,0.1779,0.1584,0.629,0.8345,21.25
0.2996,0.272,0.5264,0.4797,0.7627,0.5,0.4065,0.527,0.5127,0.9565,27.16
0.1287,0.5654,0.797,0.1711,0.1963,0.5444,0.483,0.686,0.2708,0.004055,16.08
0.06433,0.3438,0.9404,0.3481,0.601,0.866,0.85,0.985,0.2886,0.4531,28.39
0.1979,0.0297,0.8784,0.6636,0.11975,0.1359,0.9585,0.3274,0.5957,0.3481,20.88
0.6675,0.1644,0.4011,0.283,0.253,0.209,0.2228,0.0539,0.02159,0.2778,8.26
0.9023,0.6694,0.5146,0.749,0.3953,0.893,0.0565,0.411,0.546,0.838,25.11
0.1361,0.8916,0.1552,0.3987,0.7583,0.07086,0.3352,0.02124,0.10266,0.886,16.75
0.8975,0.998,0.387,0.5693,0.9,0.292,0.1674,0.781,0.8667,0.886,29.92
0.4465,0.3335,0.1487,0.3604,0.06223,0.5566,0.6245,0.97,0.3577,0.4368,22.08
0.3987,0.03207,0.06934,0.52,0.5723,0.918,0.518,0.594,0.982,0.4429,27.72
0.1304,0.1459,0.453,0.12305,0.3423,0.4026,0.7817,0.2517,0.779,0.03308,17.78
0.1068,0.4253,0.39,0.286,0.4575,0.9683,0.5664,0.7397,0.4446,0.7285,27.42
0.603,0.658,0.8965,0.2286,0.657,0.3254,0.3767,0.7046,0.7017,0.4355,24.12
0.249,0.8936,0.9414,0.847,0.2162,0.9634,0.945,0.276,0.388,0.346,24.81
0.0446,0.637,0.3499,0.71,0.1713,0.797,0.24,0.9653,0.05637,0.03833,17.12
0.3975,0.305,0.4277,0.03522,0.7344,0.6978,0.3137,0.9336,0.05954,0.1102,17.58
0.3352,0.7617,0.3955,0.1671,0.671,0.3728,0.5034,0.4983,0.3218,0.5273,20.44
0.3137,0.01502,0.3276,0.2468,0.1938,0.6323,0.6626,0.8906,0.992,0.806,30.75
0.982,0.87,0.9824,0.9937,0.358,0.627,0.817,0.655,0.6445,0.02425,25.23
0.906,0.903,0.5464,0.5996,0.994,0.987,0.4768,0.568,0.6987,0.6445,30.94
0.1106,0.1672,0.00619,0.0416,0.895,0.3235,0.05493,0.3108,0.6924,0.2563,15.85
0.475,0.4607,0.06128,0.806,0.737,0.08057,0.4746,0.7183,0.706,0.6445,25.67
0.6465,0.621,0.3088,0.5425,0.2686,0.663,0.67,0.662,0.7266,0.7373,28.36
0.005062,0.7485,0.3472,0.852,0.7163,0.901,0.001082,0.3271,0.714,0.2715,21.81
0.0581,0.341,0.474,0.755,0.5977,0.1953,0.6787,0.4915,0.773,0.909,28.8
0.8223,0.511,0.2192,0.8833,0.3015,0.2888,0.7246,0.4163,0.885,0.8296,28.06
0.324,0.501,0.377,0.4148,0.06445,0.7393,0.778,0.5063,0.56,0.2659,21.53
0.3357,0.6743,0.206,0.1444,0.2917,0.5444,0.2339,0.469,0.836,0.3047,19.53
0.7803,0.3152,0.6763,0.0973,0.7437,0.192,0.631,0.1528,0.94,0.04483,18.67
0.4375,0.1077,0.49,0.2644,0.727,0.7935,0.8755,0.209,0.01554,0.3308,18.58
0.3506,0.5415,0.2382,0.8486,0.7217,0.4417,0.2018,0.4016,0.5586,0.7466,23.88
0.966,0.4443,0.507,0.76,0.2546,0.7246,0.1389,0.84,0.00479,0.5645,20.2
0.899,0.133,0.02348,0.951,0.8203,0.11646,0.311,0.7427,0.354,0.5596,21.83
0.3704,0.3591,0.4956,0.149,0.4043,0.06573,0.55,0.12,0.07697,0.3037,11.234
0.9663,0.3137,0.3997,0.8125,0.8604,0.1703,0.765,0.07684,0.7065,0.842,26.2
0.3406,0.9727,0.6846,0.2056,0.606,0.2045,0.921,0.9873,0.132,0.602,25.31
0.2026,0.1477,0.5527,0.594,0.8804,0.62,0.7866,0.3745,0.2756,0.1109,20.2
0.2952,0.985,0.9253,0.1459,0.558,0.453,0.4705,0.0378,0.687,0.723,22.86
0.4314,0.1012,0.309,0.4358,0.605,0.744,0.909,0.601,0.3818,0.2725,23.34
0.572,0.09894,0.3242,0.11847,0.6777,0.67,0.432,0.05032,0.4802,0.2465,16.17
0.87,0.789,0.942,0.9814,0.5195,0.2825,0.526,0.551,0.9336,0.781,30.61
0.4202,0.6533,0.9863,0.2412,0.545,0.0084,0.953,0.4946,0.512,0.02559,19.08
0.2642,0.9556,0.217,0.3428,0.2328,0.0713,0.553,0.69,0.03226,0.6187,17.69
0.1526,0.1771,0.738,0.606,0.7075,0.2717,0.4204,0.782,0.616,0.8994,28.69
0.7563,0.507,0.986,0.9956,0.00449,0.183,0.1675,0.735,0.9175,0.3147,22.72
0.4392,0.559,0.0326,0.4846,0.627,0.4424,0.1599,0.873,0.4243,0.6426,23.05
0.987,0.3613,0.968,0.1726,0.822,0.541,0.346,0.523,0.2917,0.839,24.42
0.957,0.875,0.884,0.93,0.2515,0.621,0.1128,0.378,0.2712,0.1951,16.8
0.842,0.3018,0.8813,0.8413,0.4976,0.2267,0.5425,0.514,0.673,0.8403,27.52
0.06384,0.936,0.0244,0.2316,0.4526,0.09375,0.8013,0.6084,0.1307,0.1863,15.75
0.681,0.3596,0.7803,0.889,0.0865,0.2466,0.5503,0.1604,0.036,0.7544,17.67
0.2844,0.592,0.9736,0.06213,0.1632,0.4653,0.3567,0.413,0.877,0.5835,23.0
0.7886,0.4358,0.07355,0.1344,0.598,0.8335,0.922,0.4443,0.1592,0.484,21.81
0.3481,0.4158,0.7354,0.9717,0.6055,0.7944,0.11957,0.4612,0.873,0.6284,27.78
0.4888,0.2119,0.8784,0.1545,0.348,0.6646,0.4705,0.6836,0.3843,0.978,26.62
0.4832,0.7744,0.612,0.4822,0.09094,0.5635,0.95,0.6445,0.3435,0.824,27.0
0.5303,0.8228,0.8,0.6963,0.617,0.4165,0.7344,0.611,0.2281,0.852,27.23
0.7764,0.7173,0.3528,0.1743,0.02863,0.8784,0.1907,0.4014,0.914,0.1278,18.88
0.6855,0.8027,0.8315,0.5923,0.4353,0.04987,0.7705,0.2869,0.1938,0.785,21.48
0.9663,0.2583,0.434,0.4326,0.692,0.3684,0.6626,0.3325,0.1542,0.9365,23.0
0.1729,0.8867,0.46,0.9937,0.1295,0.6475,0.6343,0.5024,0.5415,0.545,25.11
0.05576,0.01349,0.2051,0.3015,0.655,0.3967,0.41,0.7344,0.05054,0.5757,19.11
0.3452,0.9043,0.333,0.6113,0.879,0.85,0.04837,0.1753,0.2264,0.2393,16.66
0.655,0.459,0.9067,0.2422,0.3323,0.473,0.441,0.03375,0.596,0.4207,18.12
0.158,0.62,0.2106,0.338,0.1558,0.7495,0.948,0.5176,0.255,0.2976,20.45
0.8433,0.10144,0.7134,0.1835,0.0009456,0.93,0.4326,0.58,0.3723,0.574,21.53
0.1542,0.939,0.3188,0.108,0.001067,0.4202,0.9004,0.859,0.3928,0.312,21.38
0.4683,0.7314,0.4705,0.885,0.675,0.9487,0.4749,0.2896,0.959,0.873,32.2
0.7417,0.1841,0.1732,0.3362,0.8423,0.0787,0.6855,0.8354,0.758,0.3792,24.73
0.6353,0.0322,0.429,0.521,0.3105,0.6206,0.501,0.5933,0.927,0.7593,28.2
0.1449,0.515,0.8667,0.4233,0.5454,0.3152,0.8306,0.3203,0.1106,0.8096,22.67
0.1849,0.0357,0.0734,0.7686,0.2825,0.03592,0.07745,0.7114,0.0265,0.5684,14.57
0.77,0.712,0.5435,0.8013,0.05066,0.373,0.518,0.1559,0.8237,0.727,23.61
0.5996,0.4238,0.04816,0.612,0.881,0.4255,0.2522,0.1031,0.8066,0.3684,20.02
0.39,0.603,0.2266,0.3262,0.932,0.1565,0.05652,0.376,0.0987,0.01768,10.47
0.965,0.676,0.664,0.04453,0.482,0.3215,0.1416,0.306,0.04254,0.2874,11.59
0.948,0.6094,0.7065,0.8125,0.04712,0.02087,0.6494,0.4763,0.263,0.821,21.47
0.835,0.894,0.3613,0.602,0.9097,0.02605,0.976,0.772,0.1111,0.471,23.58
0.626,0.05692,0.12427,0.1572,0.02142,0.1765,0.912,0.731,0.04974,0.3677,16.05
0.519,0.749,0.7334,0.702,0.3467,0.04547,0.976,0.1655,0.3794,0.0675,16.6
0.831,0.1602,0.3677,0.889,0.1382,0.1809,0.4387,0.592,0.5767,0.7676,23.31
0.973,0.2294,0.505,0.365,0.595,0.12134,0.888,0.774,0.4097,0.829,26.81
0.663,0.2051,0.2036,0.26,0.909,0.439,0.6475,0.4146,0.4175,0.1522,18.72
0.000934,0.5547,0.3894,0.9688,0.747,0.3982,0.00913,0.3005,0.8643,0.73,24.86
0.129,0.196,0.543,0.05835,0.01639,0.972,0.2402,0.825,0.3958,0.4985,21.25
0.8877,0.3828,0.3083,0.518,0.207,0.332,0.5635,0.673,0.01133,0.7217,19.72
0.58,0.6685,0.913,0.4343,0.2292,0.3562,0.6675,0.5034,0.09296,0.8667,22.56
0.1874,0.922,0.8228,0.08765,0.4106,0.2212,0.832,0.937,0.789,0.362,26.7
0.2162,0.6807,0.3875,0.4353,0.608,0.08655,0.7007,0.9634,0.9976,0.2505,26.81
0.6724,0.978,0.3682,0.7656,0.965,0.748,0.3682,0.5054,0.7085,0.4163,26.77
0.12115,0.4104,0.879,0.03912,0.2654,0.354,0.7905,0.822,0.3064,0.394,21.61
0.9766,0.04605,0.679,0.643,0.2793,0.2783,0.5234,0.18,0.1078,0.7876,18.19
0.775,0.6426,0.611,0.448,0.9043,0.2272,0.8647,0.5176,0.1395,0.001719,17.9
0.6265,0.783,0.2112,0.2024,0.4485,0.2654,0.2756,0.531,0.535,0.6924,20.81
0.5938,0.08093,0.339,0.1548,0.897,0.8257,0.05298,0.901,0.91,0.516,27.48
0.661,0.009026,0.05762,0.3926,0.9155,0.1515,0.2076,0.643,0.6655,0.918,25.06
0.23,0.4578,0.4363,0.909,0.941,0.3406,0.266,0.2114,0.889,0.8345,27.22
0.7466,0.5015,0.3616,0.05258,0.1775,0.8203,0.1449,0.461,0.03534,0.787,17.66
0.4683,0.1538,0.3618,0.3245,0.319,0.01752,0.3381,0.1765,0.8184,0.9297,21.39
0.74,0.66,0.7393,0.2086,0.362,0.7026,0.497,0.02902,0.6147,0.9775,24.62
0.741,0.4648,0.909,0.5864,0.9263,0.656,0.1326,0.542,0.3867,0.5254,23.44
0.1974,0.6895,0.173,0.88,0.04443,0.1836,0.8755,0.2325,0.4724,0.4355,19.34
0.0923,0.726,0.946,0.487,0.939,0.2184,0.803,0.09674,0.2788,0.0972,17.53
0.2668,0.01706,0.729,0.3591,0.8955,0.3015,0.8135,0.0707,0.12085,0.606,19.44
0.5674,0.9756,0.2268,0.842,0.1624,0.0628,0.1619,0.02551,0.449,0.4822,14.0
0.496,0.853,0.6436,0.5386,0.928,0.1302,0.4194,0.851,0.8623,0.816,30.83
0.599,0.6714,0.2603,0.1537,0.502,0.684,0.9062,0.0806,0.2216,0.3992,18.45
0.2788,0.3948,0.533,0.4233,0.8955,0.9033,0.2367,0.85,0.4238,0.07935,22.31
0.0668,0.8384,0.6523,0.666,0.754,0.5454,0.6816,0.2308,0.0973,0.267,18.77
0.423,0.4167,0.2308,0.1609,0.9316,0.781,0.0657,0.8257,0.753,0.678,27.3
0.277,0.1707,0.7227,0.009254,0.441,0.71,0.727,0.721,0.2319,0.716,24.67
0.143,0.2031,0.54,0.4143,0.3218,0.4207,0.308,0.2732,0.7065,0.856,23.03
0.5977,0.3533,0.8975,0.2202,0.9316,0.554,0.1929,0.905,0.01025,0.05267,17.36
0.392,0.539,0.717,0.683,0.8315,0.7383,0.897,0.2303,0.445,0.721,28.08
0.1674,0.6255,0.33,0.269,0.907,0.5283,0.693,0.463,0.5034,0.6953,26.05
0.619,0.3296,0.929,0.655,0.0823,0.2435,0.1309,0.604,0.2352,0.1415,13.87
0.08014,0.9585,0.4224,0.6377,0.07025,0.010124,0.2612,0.7524,0.3623,0.1494,15.125
0.2834,0.7476,0.6953,0.2094,0.986,0.1092,0.9243,0.2512,0.535,0.3545,22.03
0.4573,0.931,0.6343,0.3599,0.321,0.1497,0.12067,0.1078,0.183,0.9434,16.75
0.5513,0.304,0.09863,0.872,0.05038,0.463,0.0521,0.3894,0.4253,0.4272,15.92
0.2812,0.8335,0.188,0.679,0.2277,0.827,0.577,0.01747,0.07355,0.4897,16.88
0.485,0.2134,0.603,0.9316,0.863,0.736,0.8584,0.581,0.3137,0.8535,30.75
0.494,0.8164,0.5703,0.9385,0.5864,0.4504,0.9165,0.7256,0.53,0.2842,26.75
0.4666,0.08057,0.3455,0.1371,0.8794,0.5127,0.2103,0.1888,0.348,0.747,19.36
0.2922,0.3435,0.417,0.8345,0.554,0.4778,0.06055,0.5435,0.0658,0.06094,13.53
0.559,0.12225,0.354,0.3782,0.4036,0.05475,0.758,0.6494,0.2385,0.1396,16.11
0.7056,0.2043,0.304,0.8726,0.568,0.802,0.8057,0.0706,0.8325,0.16,23.14
0.9287,0.014885,0.5825,0.3672,0.1426,0.06964,0.6953,0.6836,0.6514,0.9585,26.0
0.01362,0.2263,0.4934,0.3193,0.4805,0.427,0.714,0.03177,0.803,0.794,24.31
0.878,0.4868,0.634,0.225,0.6997,0.02867,0.859,0.2024,0.7295,0.566,22.88
0.7354,0.4402,0.66,0.3066,0.6523,0.9224,0.324,0.6978,0.35,0.9556,28.12
0.896,0.9966,0.04477,0.4802,0.643,0.367,0.392,0.1427,0.694,0.934,24.25
0.6406,0.4626,0.323,0.867,0.716,0.1937,0.639,0.6514,0.4102,0.658,25.14
0.0863,0.563,0.833,0.577,0.8906,0.5303,0.2279,0.00439,0.82,0.5933,23.47
0.0844,0.653,0.3975,0.5054,0.5264,0.565,0.1545,0.3435,0.6055,0.1345,17.28
0.6665,0.9946,0.1987,0.8735,0.193,0.801,0.4578,0.2103,0.6333,0.411,21.77
0.8076,0.05435,0.621,0.4556,0.411,0.9414,0.01223,0.941,0.5435,0.589,25.33
0.4226,0.95,0.846,0.3018,0.9604,0.0776,0.5405,0.1824,0.1231,0.644,19.08
0.793,0.4563,0.565,0.1342,0.4568,0.5225,0.3027,0.3484,0.3933,0.8364,21.36
0.10345,0.7153,0.9346,0.1946,0.735,0.1948,0.649,0.3418,0.943,0.523,25.62
0.795,0.777,0.1399,0.8066,0.4927,0.9326,0.9775,0.9893,0.8994,0.2094,31.98
0.3804,0.6807,0.639,0.958,0.5615,0.1104,0.9272,0.5938,0.5566,0.02438,22.03
0.01804,0.7666,0.1733,0.2878,0.6396,0.2104,0.012566,0.485,0.3506,0.8047,19.11
0.691,0.2366,0.1311,0.751,0.3196,0.3594,0.8345,0.7563,0.7183,0.0206,22.06
0.54,0.2502,0.3115,0.2045,0.392,0.04523,0.08276,0.00467,0.7876,0.6514,15.98
0.9243,0.0404,0.527,0.562,0.9443,0.9707,0.1866,0.2896,0.09503,0.6074,20.78
0.2627,0.3674,0.6836,0.0409,0.3127,0.01591,0.474,0.653,0.00943,0.02,10.86
0.4634,0.3923,0.978,0.5737,0.1877,0.4192,0.3115,0.11536,0.971,0.9917,26.28
0.06433,0.5674,0.2913,0.1433,0.4243,0.3374,0.905,0.04282,0.9287,0.513,22.73
0.66,0.7515,0.5337,0.1587,0.931,0.542,0.0647,0.1013,0.8726,0.4255,20.64
0.1859,0.5107,0.812,0.754,0.4922,0.791,0.5654,0.9287,0.3494,0.1338,24.22
0.849,0.1252,0.588,0.1461,0.0522,0.01084,0.962,0.9946,0.8833,0.0876,22.6
0.1964,0.2334,0.705,0.37,0.934,0.1577,0.2345,0.6665,0.1511,0.5547,19.55
0.081,0.2301,0.5854,0.7695,0.8745,0.7607,0.618,0.9775,0.5117,0.4895,30.06
0.4849,0.6196,0.852,0.26,0.7456,0.484,0.1785,0.0428,0.837,0.4106,20.27
0.5713,0.03123,0.1652,0.832,0.7573,0.1703,0.1203,0.11957,0.1455,0.7163,15.91
0.4727,0.703,0.1858,0.8364,0.472,0.1613,0.346,0.2294,0.6465,0.2369,17.27
0.2197,0.97,0.2612,0.647,0.4448,0.634,0.7256,0.1066,0.1245,0.3245,17.39
0.5293,0.8506,0.933,0.0412,0.1015,0.6646,0.7305,0.147,0.007206,0.154,13.42
0.537,0.5005,0.779,0.24,0.6733,0.174,0.9365,0.7397,0.03026,0.6284,23.03
0.2866,0.932,0.8975,0.9175,0.664,0.4138,0.1783,0.8525,0.501,0.3987,24.84
0.015366,0.9844,0.6646,0.9077,0.1436,0.6064,0.608,0.04672,0.9927,0.6807,26.69
0.554,0.308,0.02174,0.5903,0.7905,0.702,0.8174,0.8364,0.369,0.1667,24.0
0.2893,0.1624,0.4167,0.03564,0.8564,0.4412,0.4045,0.571,0.00976,0.7227,19.73
0.748,0.4412,0.4531,0.4128,0.2101,0.242,0.0869,0.552,0.848,0.667,21.81
0.5693,0.4675,0.5835,0.455,0.2484,0.351,0.429,0.0151,0.0759,0.7227,15.54
0.6797,0.307,0.657,0.3071,0.922,0.4348,0.608,0.899,0.226,0.4788,24.45
0.2394,0.2418,0.4739,0.969,0.2344,0.525,0.8286,0.6865,0.922,0.1799,26.44
0.679,0.5835,0.146,0.9717,0.05554,0.9478,0.903,0.6035,0.8633,0.356,28.5
0.6436,0.885,0.606,0.4526,0.3381,0.1176,0.0875,0.948,0.1742,0.09656,14.82
0.719,0.571,0.9897,0.1311,0.5884,0.01767,0.0871,0.4414,0.778,0.001738,15.234
0.1738,0.58,0.04163,0.2086,0.754,0.0439,0.3533,0.05283,0.4841,0.679,17.0
0.3223,0.2466,0.996,0.4124,0.3394,0.9595,0.71,0.9814,0.02617,0.937,29.4
0.07837,0.1556,0.551,0.512,0.1675,0.2424,0.2227,0.5576,0.3357,0.3257,15.53
0.552,0.4224,0.9507,0.9775,0.9966,0.7188,0.738,0.9883,0.1082,0.924,33.38
0.08795,0.433,0.5127,0.454,0.8286,0.4646,0.877,0.03293,0.7603,0.0404,20.39
0.5127,0.7734,0.08154,0.291,0.4082,0.6353,0.548,0.93,0.775,0.4888,27.02
0.9756,0.5117,0.5874,0.3506,0.9883,0.8145,0.551,0.524,0.7637,0.02515,24.08
0.59,0.7036,0.5474,0.6646,0.5576,0.7075,0.2072,0.5903,0.28,0.62,22.75
0.3425,0.8228,0.4663,0.1729,0.7305,0.418,0.6934,0.905,0.4912,0.4263,25.55
0.4858,0.857,0.2313,0.8745,0.8984,0.7876,0.4082,0.3804,0.4014,0.1466,21.11
0.794,0.4292,0.111,0.2627,0.1522,0.06915,0.0692,0.0815,0.921,0.5425,15.63
0.9746,0.4382,0.06744,0.2272,0.779,0.63,0.9834,0.366,0.982,0.06165,24.39
0.4724,0.004692,0.2478,0.785,0.7046,0.2725,0.2922,0.78,0.8433,0.631,26.67
0.2354,0.5195,0.892,0.451,0.1285,0.1528,0.1948,0.2489,0.688,0.4397,17.31
0.9272,0.6025,0.593,0.8896,0.9243,0.08813,0.706,0.4124,0.2842,0.927,26.33
0.7036,0.05984,0.265,0.4514,0.7275,0.3,0.6294,0.638,0.002365,0.1329,15.81
0.2627,0.849,0.02081,0.5444,0.5854,0.9644,0.03592,0.363,0.312,0.9727,23.69
0.2874,0.0662,0.8926,0.6562,0.8506,0.015526,0.7866,0.727,0.9,0.3113,27.11
0.10785,0.9893,0.4302,0.1583,0.2404,0.6797,0.02217,0.4243,0.001825,0.2115,11.7
0.2693,0.0327,0.929,0.2805,0.6045,0.4102,0.5522,0.7993,0.7153,0.8555,29.53
0.6177,0.809,0.8555,0.712,0.3877,0.189,0.5977,0.9634,0.4875,0.8774,29.28
0.5317,0.132,0.7485,0.7217,0.4673,0.1381,0.0981,0.875,0.3152,0.886,23.56
0.63,0.8853,0.7803,0.5054,0.956,0.2864,0.51,0.6074,0.895,0.541,28.56
0.781,0.1359,0.8467,0.959,0.832,0.03564,0.4158,0.6694,0.1613,0.2903,19.3
0.8325,0.402,0.4673,0.4478,0.597,0.7773,0.523,0.8306,0.48,0.6206,27.33
0.3447,0.595,0.4536,0.4297,0.8506,0.2727,0.5034,0.6533,0.6055,0.355,23.19
0.3984,0.1747,0.613,0.3596,0.6636,0.677,0.9497,0.647,0.0106,0.864,26.61
0.2078,0.7856,0.9565,0.514,0.1598,0.2057,0.39,0.539,0.3596,0.1788,16.52
0.4944,0.068,0.9463,0.4138,0.8237,0.2668,0.899,0.944,0.3403,0.6094,28.03
0.837,0.807,0.489,0.526,0.366,0.7646,0.426,0.5327,0.9575,0.9917,31.52
0.913,0.3577,0.988,0.2184,0.7876,0.02957,0.798,0.1744,0.7773,0.8022,25.73
0.2795,0.04666,0.7734,0.1904,0.00588,0.725,0.985,0.1823,0.0853,0.759,20.52
0.747,0.1604,0.0702,0.273,0.854,0.868,0.5347,0.903,0.049,0.1305,19.97
0.66,0.561,0.1512,0.7095,0.1226,0.1992,0.1527,0.07025,0.10126,0.564,11.77
0.09564,0.7163,0.0381,0.621,0.1843,0.2417,0.3535,0.605,0.9517,0.889,26.58
0.365,0.4924,0.281,0.06287,0.9224,0.8145,0.3467,0.953,0.918,0.945,33.6
0.503,0.7944,0.5425,0.47,0.01915,0.1686,0.2942,0.4321,0.542,0.3198,16.22
0.02869,0.2546,0.3086,0.7266,0.0677,0.008484,0.853,0.2324,0.3584,0.1401,14.234
0.7305,0.5015,0.1354,0.969,0.04697,0.1804,0.926,0.889,0.0553,0.4944,21.44
0.2327,0.1509,0.4893,0.8906,0.8916,0.1595,0.465,0.007652,0.3264,0.598,19.0
0.1725,0.9526,0.0983,0.915,0.9233,0.3489,0.3682,0.6265,0.2935,0.8853,26.23
0.8784,0.1694,0.3625,0.7163,0.1765,0.5347,0.798,0.4856,0.4902,0.6826,24.67
0.3499,0.7476,0.462,0.617,0.898,0.4053,0.7803,0.817,0.2869,0.2834,24.39
0.5054,0.9424,0.4597,0.3738,0.01929,0.706,0.2903,0.1476,0.8677,0.1857,17.98
0.515,0.4956,0.6724,0.632,0.298,0.3347,0.528,0.435,0.265,0.7056,21.28
0.4417,0.766,0.682,0.3018,0.4683,0.5884,0.0915,0.7905,0.367,0.2334,18.97
0.4028,0.244,0.751,0.5312,0.7173,0.671,0.87,0.01888,0.312,0.8115,24.72
0.3857,0.76,0.871,0.3606,0.6772,0.9385,0.243,0.1492,0.953,0.8403,28.67
0.699,0.06775,0.39,0.711,0.4827,0.587,0.666,0.407,0.682,0.3384,23.19
0.572,0.1544,0.10406,0.2355,0.2798,0.1917,0.0992,0.4783,0.927,0.135,15.72
0.6504,0.493,0.6855,0.872,0.4915,0.651,0.5884,0.557,0.4773,0.317,23.8
